,CPU,RAM,GPU,SSD,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,target
4174,9,9,9,8,1,1,2,3,3,0,0,6,8,7,1,8,6,9,8,0,8,0,6,0,3,0,6,0,4,4,1
4175,5,2,6,5,7,5,9,9,4,5,6,6,8,5,5,2,9,8,9,9,9,5,4,5,4,6,0,2,6,4,0
4176,5,2,6,5,4,7,1,0,2,3,3,5,1,0,2,7,8,0,0,5,0,7,4,0,3,5,6,1,8,2,0
4177,6,8,7,1,3,8,5,6,4,9,2,6,4,6,1,8,9,9,1,2,3,5,1,6,5,4,9,0,6,9,0
4178,7,2,5,2,3,3,8,4,2,1,3,1,0,6,6,0,0,5,5,5,8,2,7,5,1,1,7,7,0,8,0
4179,0,5,2,3,1,0,4,9,2,7,9,6,0,1,1,7,0,9,6,8,2,2,9,0,7,8,9,3,9,9,0
4180,6,9,8,6,3,6,7,2,0,5,9,6,2,9,0,9,5,1,1,9,1,5,7,4,9,2,7,4,1,4,0
4181,5,6,9,5,0,6,7,5,3,8,3,2,3,0,8,9,2,9,1,8,6,3,5,0,1,0,8,1,0,9,0
4182,8,0,5,4,3,6,3,6,1,5,4,1,5,9,1,4,1,4,8,1,5,4,3,2,2,6,4,4,4,8,0
4183,4,0,0,8,8,4,9,4,5,5,8,8,7,4,3,0,1,6,9,7,5,6,1,1,2,8,7,0,5,9,0
4184,2,3,6,6,1,0,5,3,7,7,3,4,6,7,2,6,8,7,3,4,6,8,1,9,4,0,0,9,7,5,0
4185,4,1,8,3,8,7,4,4,0,7,5,0,4,6,7,9,9,6,3,9,2,2,7,6,1,0,9,9,2,0,0
4186,9,3,6,0,1,3,5,4,6,7,7,7,2,3,0,3,7,1,7,9,8,4,0,0,0,1,1,5,7,0,0
4187,2,1,7,4,5,0,8,5,9,9,4,5,8,5,0,6,2,8,3,7,3,6,0,5,9,9,2,7,5,0,0
4188,3,2,2,3,5,2,4,2,6,6,0,7,7,1,1,2,1,5,1,8,8,9,8,0,3,9,5,5,6,5,0
4189,9,5,5,1,7,1,3,0,5,4,9,2,3,6,5,7,2,6,6,4,3,2,4,3,9,2,8,6,2,0,0
4190,2,7,1,0,9,8,3,7,3,3,4,5,1,4,1,0,4,4,3,0,8,1,6,4,9,8,8,7,1,4,0
4191,2,2,2,9,5,5,9,5,0,3,3,3,8,3,7,5,4,1,8,3,9,1,3,4,4,6,0,4,7,4,0
4192,8,4,0,0,5,2,2,0,4,1,7,3,8,8,8,0,4,7,9,5,2,4,9,1,0,2,5,9,2,4,0
4193,0,0,4,9,0,7,3,4,3,4,0,1,3,7,3,4,9,0,8,0,5,1,3,9,7,7,5,4,0,8,0
4194,9,9,1,4,2,7,7,8,1,9,6,8,4,3,0,0,6,5,2,6,6,3,0,0,1,7,7,2,0,5,0
4195,8,8,3,9,3,8,4,9,1,8,4,3,2,1,3,1,1,6,0,7,8,4,2,2,5,3,1,9,9,5,0
4196,6,1,1,9,0,6,0,9,9,1,1,2,9,7,0,0,3,5,5,7,6,3,2,5,6,5,5,2,2,6,0
4197,9,5,1,1,5,4,0,2,3,7,3,6,8,9,4,6,4,9,2,0,3,6,2,3,7,7,8,0,2,4,0
4198,4,1,5,5,0,5,8,2,0,6,2,6,5,8,7,8,4,4,7,9,3,9,1,1,5,2,7,1,9,3,0
4199,6,4,9,8,3,1,9,3,5,0,4,2,5,5,4,8,7,3,4,5,4,1,5,0,2,4,1,3,9,4,0
4200,4,5,6,9,1,3,7,9,9,9,5,0,5,9,3,1,3,5,2,2,5,5,2,6,0,7,1,9,6,4,0
4201,9,3,5,1,9,2,4,6,8,2,3,3,9,2,7,4,0,7,9,7,3,1,9,8,9,4,7,7,1,4,0
4202,4,9,0,3,3,2,9,0,3,7,0,1,1,4,1,5,6,9,9,5,6,5,6,3,5,2,8,6,3,1,0
4203,9,9,1,4,3,2,7,2,1,3,5,5,1,9,0,3,0,6,5,8,1,6,1,0,3,1,7,3,6,3,0
4204,4,8,2,4,4,3,5,8,1,3,0,5,2,9,9,6,3,9,0,2,3,0,0,0,2,6,2,4,5,8,0
4205,3,8,1,6,4,3,2,8,3,1,5,2,1,2,6,0,6,5,5,0,6,7,3,3,3,4,2,8,6,9,0
4206,5,2,4,5,0,6,3,5,7,9,4,3,9,8,5,9,6,8,4,5,2,6,8,3,9,1,4,8,6,8,0
4207,0,8,4,7,5,0,1,5,4,9,1,7,5,8,2,4,5,5,9,8,9,6,1,2,1,4,0,8,3,2,0
4208,4,1,7,2,1,3,9,1,3,7,1,8,8,0,5,4,1,2,8,5,7,7,3,8,5,6,2,8,4,0,0
4209,2,4,9,9,7,5,2,4,2,1,0,6,0,2,5,6,2,7,3,4,7,0,9,9,9,3,8,0,6,6,0
4210,5,9,1,4,6,5,2,7,7,7,0,5,1,8,8,7,1,6,3,4,4,8,8,2,4,7,7,4,2,1,0
4211,6,8,2,3,9,5,2,1,1,4,2,7,5,7,9,2,7,1,7,9,1,6,9,7,7,0,2,8,6,3,0
4212,6,3,6,8,9,3,5,4,8,0,2,7,8,8,3,7,6,5,4,7,7,0,3,8,5,0,6,7,9,6,0
4213,9,5,0,5,4,7,7,0,8,6,6,0,9,5,5,1,3,0,9,6,2,6,5,4,9,3,6,7,5,1,0
4214,3,4,6,6,6,8,4,7,5,4,9,6,0,6,3,5,4,3,0,6,4,0,0,4,6,2,3,3,9,4,0
4215,6,9,9,5,3,6,2,9,1,0,0,3,1,3,4,5,2,7,4,9,6,1,2,4,3,9,8,6,8,6,0
4216,7,4,8,8,0,5,2,2,4,0,7,0,8,3,9,7,1,2,4,7,0,5,8,0,0,4,5,7,8,1,0
4217,5,5,1,7,3,9,5,9,0,7,6,3,6,8,0,4,6,5,3,7,8,2,2,8,4,5,1,0,4,5,0
4218,4,9,3,9,8,6,7,6,8,4,0,6,2,6,7,4,5,4,3,4,3,1,1,3,3,6,5,6,5,2,0
4219,5,4,0,0,4,5,8,6,9,3,4,5,9,2,7,4,8,0,5,1,2,8,7,4,3,5,1,6,7,5,0
4220,9,3,1,0,7,7,2,7,1,1,2,7,4,3,4,1,6,7,6,7,0,2,0,9,9,1,1,7,8,2,0
4221,2,5,4,4,9,3,9,5,2,5,3,7,8,2,5,2,6,7,4,1,0,5,1,8,8,7,3,7,9,5,0
4222,2,4,3,5,3,7,1,6,2,7,2,1,7,1,4,6,7,2,7,6,0,7,3,1,6,7,7,3,0,9,0
4223,9,7,7,1,2,2,0,1,9,6,5,6,4,0,3,4,6,5,7,1,8,9,3,6,0,4,9,1,8,3,0
4224,1,4,6,0,4,9,1,5,3,2,3,8,2,6,9,3,9,0,3,2,7,0,3,2,7,4,2,3,3,8,0
4225,4,2,7,0,8,3,0,5,6,2,5,3,3,2,5,7,2,0,6,6,6,8,4,7,9,5,7,9,7,5,0
4226,0,8,5,0,7,4,0,1,4,6,6,2,5,0,7,4,4,6,2,0,2,7,3,7,4,0,6,2,9,0,0
4227,2,7,4,7,2,4,9,5,9,3,0,7,4,9,7,1,9,0,6,8,6,1,0,6,1,9,5,9,7,1,0
4228,0,4,0,6,9,6,4,2,3,7,1,5,1,5,6,2,5,0,7,2,1,0,3,3,8,4,9,4,3,8,0
4229,4,1,2,0,0,5,4,7,7,0,4,6,1,3,3,3,1,9,9,6,5,5,5,5,8,6,9,5,8,4,0
4230,0,4,7,9,8,3,6,6,6,9,7,1,2,5,6,4,9,6,3,5,3,4,7,3,2,6,3,1,9,8,0
4231,1,0,2,6,1,3,2,9,7,8,6,8,9,4,3,1,7,6,6,5,3,4,1,3,9,7,5,7,2,7,0
4232,7,9,8,8,2,6,7,8,2,5,6,0,6,8,2,6,0,3,4,8,4,9,8,1,0,7,3,3,3,4,1
4233,5,4,1,8,8,9,2,6,7,6,5,0,9,2,9,1,0,1,3,7,9,4,6,4,9,5,1,7,5,7,0
4234,4,5,6,6,3,6,6,2,3,8,5,2,1,2,2,7,5,0,4,4,2,6,7,3,7,1,6,0,0,1,0
4235,1,0,2,6,9,6,1,6,1,3,8,5,6,8,6,9,6,3,1,9,3,5,8,7,3,5,5,9,9,5,0
4236,8,6,9,1,0,4,3,9,2,9,8,9,6,0,1,1,9,6,7,7,5,1,0,8,9,4,9,4,4,4,0
4237,0,2,9,8,8,1,7,2,1,9,7,6,1,4,6,4,9,5,6,5,8,7,8,5,1,4,3,2,3,9,0
4238,2,4,7,3,8,0,7,3,1,9,1,4,4,9,1,9,4,1,1,4,1,8,6,8,2,0,7,9,4,7,0
4239,9,4,1,6,4,8,8,9,9,3,7,3,4,9,8,6,6,7,9,3,4,7,4,9,0,9,6,7,0,1,0
4240,6,2,9,6,7,4,7,7,6,9,1,3,3,3,9,4,1,6,7,8,2,6,3,2,6,3,6,5,4,0,0
4241,5,7,6,2,5,5,5,2,5,4,1,2,6,5,8,1,3,4,7,1,6,3,4,2,6,8,3,7,2,7,0
4242,4,7,5,8,6,3,7,3,4,6,2,7,7,5,5,9,4,7,3,1,0,5,3,2,9,8,0,3,9,2,0
4243,4,2,1,4,7,2,3,0,4,1,1,1,7,8,7,1,7,9,5,9,9,2,4,3,6,1,6,7,2,1,0
4244,2,6,5,2,1,0,3,1,5,5,1,1,1,1,0,4,7,1,6,3,7,0,1,8,2,5,6,4,9,6,0
4245,8,7,9,9,1,3,8,1,8,9,9,1,5,3,3,3,1,6,1,7,1,4,1,5,3,2,1,5,2,8,1
4246,2,6,4,2,0,8,8,5,1,5,3,1,0,5,2,2,6,0,5,6,9,5,8,9,5,1,1,4,8,8,0
4247,5,3,1,1,5,2,0,9,7,7,6,5,3,7,8,2,8,3,2,0,9,9,2,9,6,5,4,8,2,0,0
4248,0,9,2,6,6,3,2,8,0,9,9,6,7,8,7,4,5,7,4,2,1,3,2,0,9,4,0,1,8,9,0
4249,2,1,6,3,8,0,4,4,4,4,6,5,5,3,4,7,9,8,8,3,0,8,8,7,0,4,8,2,4,8,0
4250,5,3,2,1,1,9,9,6,6,3,5,2,1,6,2,3,6,0,8,2,5,6,5,4,8,9,9,8,0,2,0
4251,4,1,0,1,4,4,6,7,2,6,8,0,0,7,8,7,0,8,9,1,9,4,4,7,4,5,3,0,9,5,0
4252,9,3,9,9,3,7,0,9,9,9,1,0,1,3,5,3,2,5,6,6,6,8,3,3,6,3,1,0,0,3,0
4253,4,5,0,7,5,5,1,3,3,4,6,4,4,1,6,1,8,7,2,6,2,7,4,1,2,4,2,8,4,9,0
4254,4,9,2,7,4,4,3,7,3,8,8,8,9,2,6,9,9,1,0,3,9,1,3,9,5,8,4,7,8,8,0
4255,8,3,7,3,7,7,4,9,0,6,8,8,7,1,7,9,6,1,0,7,1,8,7,4,6,2,3,8,3,5,0
4256,9,3,2,4,7,9,2,4,4,9,9,8,7,7,5,3,2,2,7,7,2,8,9,7,7,3,8,0,0,9,0
4257,2,0,1,1,1,3,3,8,1,2,2,6,2,9,2,1,0,4,8,4,6,6,6,4,0,6,2,1,4,4,0
4258,4,3,8,9,6,2,8,9,1,9,7,8,6,2,1,0,9,2,2,0,6,9,1,5,8,3,7,6,8,2,0
4259,6,8,8,3,9,3,0,8,0,9,2,2,2,5,5,9,0,0,4,6,7,7,3,6,6,5,7,2,1,7,0
4260,1,6,3,0,2,8,8,9,0,1,5,7,1,9,9,6,2,9,1,6,6,7,6,0,8,3,1,0,5,4,0
4261,1,2,0,9,1,8,4,5,5,3,2,0,9,3,8,2,8,5,0,6,2,3,7,0,6,7,5,6,8,5,0
4262,1,1,1,2,8,8,3,4,4,2,4,2,1,5,1,3,1,9,8,4,4,6,6,7,5,8,2,0,8,1,0
4263,8,4,9,8,8,3,0,0,9,7,2,1,4,4,3,6,3,0,6,2,4,3,0,9,3,0,7,9,7,9,0
4264,1,1,7,0,5,3,6,6,4,7,0,4,1,6,3,4,3,2,5,7,8,4,8,1,2,1,2,0,7,9,0
4265,7,3,3,3,2,5,3,1,2,9,2,4,1,3,2,9,7,4,9,9,1,0,6,7,9,7,2,9,1,1,0
4266,5,6,0,7,8,6,5,6,8,1,1,9,1,0,0,5,9,8,3,0,9,6,4,4,6,7,0,9,0,4,0
4267,4,7,0,9,0,6,6,7,6,3,8,3,9,5,1,3,9,9,8,1,7,8,9,1,4,8,5,1,8,0,0
4268,8,3,1,4,2,4,2,5,5,3,3,7,9,3,5,0,7,5,5,9,1,9,9,8,6,4,8,3,5,1,0
4269,9,0,4,6,9,2,9,7,3,6,7,3,3,4,1,2,0,9,1,0,5,3,7,5,1,2,0,6,9,9,0
4270,4,7,3,9,6,0,0,6,9,1,7,8,8,5,4,9,3,6,2,2,4,4,1,7,8,3,2,0,6,4,0
4271,6,9,4,4,7,9,6,9,2,6,7,7,9,1,6,7,1,1,0,4,0,3,1,8,1,5,0,6,8,1,0
4272,2,5,6,3,6,5,0,7,0,1,9,3,1,5,6,1,8,9,4,9,0,6,3,0,7,1,8,5,4,8,0
4273,0,4,0,5,7,1,7,3,3,5,6,0,0,9,5,8,5,0,7,5,3,6,4,7,7,7,6,6,0,9,0
4274,7,5,5,9,0,8,4,6,8,0,5,3,1,3,5,7,9,0,4,7,9,7,0,7,6,8,1,4,4,4,0
4275,0,6,2,4,7,4,7,3,0,8,2,3,0,8,4,2,9,2,7,3,5,3,9,0,8,5,9,2,9,3,0
4276,0,9,1,2,2,1,0,5,6,1,6,5,2,7,6,6,9,6,4,9,5,5,5,2,7,3,6,5,3,8,0
4277,7,3,8,0,6,1,0,0,5,6,7,6,7,3,8,4,5,4,6,8,9,2,4,6,4,8,9,7,0,9,0
4278,5,4,8,4,8,2,5,5,8,3,5,4,4,2,1,6,5,7,2,0,2,5,2,6,5,8,8,3,9,9,0
4279,0,7,4,3,9,8,0,7,7,0,4,6,8,9,9,8,5,3,9,0,9,8,5,9,4,3,4,1,0,1,0
4280,6,9,1,9,7,3,6,1,1,6,0,1,7,6,2,9,0,8,9,4,7,4,0,9,0,9,5,7,4,3,0
4281,3,4,0,2,3,4,1,5,0,8,7,5,7,1,1,4,4,0,4,1,6,0,7,7,0,5,0,7,6,8,0
4282,1,9,1,5,8,8,0,4,3,1,7,4,7,8,1,6,0,6,4,6,2,1,0,2,4,3,3,8,8,9,0
4283,7,7,5,1,2,1,1,5,4,3,2,0,8,3,7,1,9,7,8,5,0,7,9,3,7,5,6,8,2,7,0
4284,3,5,6,1,3,2,7,5,2,3,7,3,7,2,2,8,3,1,5,6,1,5,3,9,5,6,9,6,1,9,0
4285,7,9,1,5,2,4,1,7,0,7,5,1,3,1,7,4,8,5,0,2,5,8,0,0,9,9,2,7,4,8,0
4286,9,8,3,6,6,1,1,4,2,1,0,0,2,3,1,4,9,6,8,0,8,9,4,4,2,4,0,5,5,6,0
4287,1,7,3,5,7,4,9,0,2,2,8,3,2,0,4,9,4,8,8,7,7,1,9,9,4,2,9,0,7,0,0
4288,5,4,3,5,3,8,1,8,9,3,2,8,4,8,7,5,7,6,1,0,1,9,1,5,5,7,3,5,3,9,0
4289,1,4,7,4,6,7,0,6,9,8,5,9,4,7,6,6,7,5,8,7,2,7,2,5,7,1,3,3,5,5,0
4290,2,3,9,2,3,6,8,5,5,2,7,2,3,5,0,0,0,3,2,4,2,8,7,8,1,4,8,0,0,5,0
4291,5,7,2,9,3,3,5,9,3,0,0,0,2,4,4,6,7,2,0,0,7,7,1,8,8,1,4,9,7,9,0
4292,1,5,9,2,7,6,4,8,8,4,9,7,9,8,1,9,6,1,4,7,4,8,7,8,3,2,8,5,0,2,0
4293,0,0,0,6,8,8,7,7,6,9,2,7,4,0,1,3,0,6,8,0,4,7,5,4,8,4,8,4,9,8,0
4294,6,6,5,7,6,1,6,0,7,6,8,0,1,2,3,0,3,1,7,6,0,7,6,9,8,8,5,7,3,1,0
4295,4,7,2,2,5,1,4,3,0,1,2,9,6,7,6,9,0,1,7,2,5,8,2,0,8,5,8,5,2,0,0
4296,9,4,6,1,0,0,4,0,3,6,7,0,1,7,0,5,6,3,0,0,0,9,7,4,0,1,3,6,9,0,0
4297,6,7,7,7,4,4,8,4,6,4,8,0,2,6,4,3,7,1,2,0,4,0,2,8,2,5,3,1,4,2,0
4298,4,3,7,5,5,7,9,4,3,1,6,8,5,5,6,2,0,7,4,1,2,8,1,7,1,2,9,9,8,7,0
4299,0,9,7,2,0,6,0,0,3,2,0,0,4,0,3,3,9,6,9,4,9,5,0,4,6,6,9,8,0,6,0
4300,2,5,7,9,9,5,6,0,9,2,7,7,0,3,4,7,0,9,1,9,4,3,8,9,5,2,3,6,0,9,0
4301,5,2,4,8,0,9,9,4,2,4,4,2,7,0,4,2,4,2,3,0,5,7,4,7,6,3,1,7,0,9,0
4302,9,1,6,3,0,7,1,4,1,0,2,8,4,9,3,3,4,1,5,9,0,1,8,2,4,2,6,2,6,5,0
4303,1,4,2,4,1,2,7,2,6,9,7,7,7,5,6,6,6,5,1,4,9,4,0,6,6,9,4,3,7,9,0
4304,1,3,5,1,0,4,9,5,5,5,8,0,4,0,2,1,8,7,7,4,3,1,1,6,8,6,0,1,6,6,0
4305,8,6,1,6,4,0,3,2,4,9,4,3,0,9,9,3,3,2,7,7,1,3,0,4,6,3,7,2,8,1,0
4306,4,2,6,1,7,0,1,1,1,7,3,7,2,9,3,6,6,6,5,8,3,4,6,6,3,2,0,1,2,7,0
4307,9,8,7,2,8,1,3,4,2,4,0,6,9,0,3,8,4,6,5,2,9,7,4,7,2,5,7,2,8,1,0
4308,2,9,1,6,4,3,5,6,2,0,1,5,2,9,2,4,7,3,7,1,7,8,0,9,6,0,4,5,7,7,0
4309,0,7,6,2,9,8,6,4,9,3,8,8,4,1,9,4,0,6,9,0,9,8,1,8,6,1,4,0,3,0,0
4310,2,4,1,8,9,0,7,2,8,6,0,6,1,8,4,2,1,8,6,6,3,6,4,2,4,5,2,6,8,4,0
4311,5,1,2,9,4,4,3,5,8,2,9,8,9,6,6,6,7,3,0,2,8,3,9,0,4,8,9,5,3,5,0
4312,5,2,9,6,4,1,0,7,6,1,9,6,3,3,6,0,9,7,3,0,3,4,4,4,7,4,9,3,8,7,0
4313,8,2,4,9,3,0,1,1,9,8,4,6,9,3,2,6,1,3,7,5,2,8,7,2,2,5,4,5,8,6,0
4314,8,3,1,8,1,8,4,9,9,5,9,6,3,2,1,0,5,1,7,3,9,8,6,4,1,7,5,0,6,3,0
4315,8,5,1,8,3,1,3,0,0,9,6,4,0,1,6,3,8,4,0,7,8,5,0,8,3,7,2,7,7,5,0
4316,5,0,5,6,1,6,4,5,4,2,9,7,8,1,4,3,4,3,5,3,5,0,4,5,3,1,3,2,4,3,0
4317,1,7,3,9,7,7,5,2,7,5,6,1,2,1,5,8,9,8,0,2,8,6,4,7,2,4,4,4,8,9,0
4318,9,9,2,8,7,3,8,6,7,6,7,8,1,0,1,9,9,4,6,6,1,1,6,0,5,9,7,5,0,0,0
4319,6,0,5,6,1,8,3,6,7,6,6,9,9,3,1,3,8,5,0,8,6,8,2,7,3,4,0,5,0,0,0
4320,0,3,6,7,3,8,2,3,2,9,7,9,9,0,4,1,1,6,5,9,8,7,0,9,4,6,1,7,2,2,0
4321,4,7,6,6,5,5,8,0,8,1,9,7,8,6,2,1,6,6,0,2,5,9,5,7,1,6,2,3,9,2,0
4322,0,2,7,4,5,7,2,4,8,7,7,0,8,3,7,4,5,0,5,4,7,8,7,1,5,0,4,5,8,1,0
4323,3,9,0,5,5,2,7,3,6,2,6,4,8,9,5,6,7,8,4,6,0,2,7,6,1,2,1,9,9,4,0
4324,6,3,4,7,8,0,0,4,9,4,3,6,9,7,8,4,9,6,0,8,9,2,9,8,2,3,1,9,9,9,0
4325,2,1,6,4,0,1,3,7,3,7,7,6,2,3,0,7,2,3,1,9,5,7,5,1,5,1,7,5,9,0,0
4326,1,3,1,1,3,1,9,6,0,0,4,9,8,7,4,2,3,6,8,8,0,8,8,4,9,2,1,9,3,0,0
4327,1,2,1,3,2,5,5,6,7,1,6,3,6,6,8,7,2,9,3,9,6,2,2,0,4,2,2,6,7,5,0
4328,8,7,2,1,7,6,4,2,7,4,3,4,5,4,2,6,6,0,7,6,0,9,6,6,5,5,6,2,1,5,0
4329,6,8,5,8,4,5,7,6,9,6,2,8,9,7,9,9,9,7,4,0,3,7,4,8,2,9,8,2,4,1,0
4330,9,8,1,1,5,1,9,4,7,6,8,9,5,5,3,5,4,5,5,4,7,6,7,5,1,8,8,2,7,2,0
4331,8,9,1,6,0,9,3,8,0,9,2,2,8,5,1,8,9,4,4,5,7,8,9,1,2,3,7,5,5,4,0
4332,6,8,7,7,6,7,7,2,4,3,9,8,1,8,2,8,1,7,9,9,0,7,3,3,6,9,1,8,2,9,0
4333,0,1,9,1,3,0,4,2,6,5,4,1,8,0,2,2,6,4,0,6,5,0,7,2,5,6,7,9,3,1,0
4334,7,9,3,6,7,3,0,9,0,2,2,6,1,4,3,4,4,1,9,8,4,8,5,4,7,4,5,0,6,5,0
4335,5,6,4,2,0,7,3,8,0,8,8,9,9,3,0,8,2,8,8,9,4,0,7,3,3,4,0,9,5,0,0
4336,7,3,9,3,0,2,7,1,3,0,7,7,0,8,9,9,9,4,0,9,1,6,4,8,2,1,5,9,5,6,0
4337,9,3,6,0,0,3,1,1,9,2,9,9,0,7,5,3,6,7,7,4,8,5,6,4,4,8,4,7,5,0,0
4338,6,8,7,9,3,9,4,4,1,2,5,5,1,7,6,2,5,4,1,4,5,9,3,7,7,8,7,9,6,7,0
4339,7,4,5,5,6,2,9,0,9,9,5,7,9,9,0,3,1,7,5,3,7,9,7,5,3,9,9,4,2,3,0
4340,9,0,7,5,2,3,3,5,1,4,7,8,8,7,1,0,6,3,4,7,8,0,7,5,5,2,4,3,2,7,0
4341,2,6,1,3,2,4,9,2,8,2,4,6,8,9,0,0,3,5,1,3,6,4,5,3,0,2,1,0,5,3,0
4342,9,9,2,8,2,4,3,5,2,1,3,5,7,8,4,3,8,5,8,6,4,1,3,8,2,6,4,3,4,2,0
4343,0,8,1,4,3,5,0,6,0,9,2,9,9,3,9,1,6,7,5,8,6,2,1,0,5,6,7,9,4,6,0
4344,8,1,7,9,0,8,3,6,9,1,7,5,8,7,7,6,4,0,9,5,5,7,3,5,1,0,8,8,8,4,0
4345,9,5,4,1,2,6,1,2,8,6,6,4,7,8,8,4,3,3,5,4,8,3,6,5,5,7,2,6,9,3,0
4346,7,8,2,1,2,3,3,6,3,3,8,2,3,9,4,7,3,6,6,4,6,9,6,2,7,8,3,1,5,3,0
4347,0,4,8,4,3,9,4,9,9,3,8,6,9,7,3,1,3,6,6,3,2,5,2,8,4,4,1,3,2,2,0
4348,1,8,1,3,6,8,1,3,1,3,1,2,2,9,1,6,2,2,4,6,3,9,8,5,6,9,5,2,3,3,0
4349,0,6,4,9,8,0,7,3,7,5,6,2,6,2,9,5,7,9,7,7,0,0,9,4,7,9,2,4,1,9,0
4350,8,5,7,6,4,6,4,1,3,9,3,2,5,9,3,0,0,6,9,5,9,7,1,5,2,2,5,4,0,1,0
4351,3,8,3,7,3,3,1,2,1,5,4,0,6,3,1,2,0,8,0,8,7,4,1,5,1,6,7,2,3,3,0
4352,8,3,4,8,7,9,9,1,8,3,8,3,1,1,4,9,4,0,1,4,6,7,2,4,4,2,9,8,6,8,0
4353,7,1,3,9,1,0,5,9,4,4,1,5,3,4,1,9,7,6,5,8,7,1,2,0,7,9,5,4,9,0,0
4354,0,0,5,7,1,2,7,5,5,3,5,1,2,6,5,4,9,7,2,6,1,9,7,0,4,4,1,7,3,0,0
4355,1,0,1,2,0,6,4,2,2,7,5,2,4,5,4,6,1,7,6,1,2,5,7,7,8,7,0,2,2,3,0
4356,8,9,1,7,1,3,3,8,7,5,7,6,2,6,8,5,5,3,7,9,7,7,6,3,6,0,3,3,7,5,0
4357,4,8,7,6,0,3,5,7,0,9,4,8,5,0,1,8,3,1,4,2,1,6,8,8,5,6,6,7,5,3,0
4358,9,4,3,0,8,2,2,9,1,0,4,9,5,4,8,5,6,9,5,9,4,0,8,2,0,3,3,7,8,5,0
4359,2,7,6,4,3,0,5,8,8,8,9,8,1,8,2,2,8,4,6,7,5,4,7,2,2,1,7,9,5,1,0
4360,5,4,0,9,0,4,4,7,2,1,5,4,3,9,9,9,6,5,7,6,3,8,8,5,0,8,3,6,8,1,0
4361,7,8,4,1,3,9,4,6,3,9,6,1,6,7,7,3,8,4,8,2,7,4,5,0,9,9,3,2,8,6,0
4362,7,0,5,1,5,9,6,0,2,9,3,5,7,1,3,0,7,7,4,8,6,7,0,7,8,3,4,4,1,7,0
4363,7,8,5,6,3,1,6,6,6,0,3,2,7,8,2,3,0,3,7,7,7,5,7,8,9,9,9,1,2,9,0
4364,4,7,6,1,6,9,3,2,1,2,5,5,9,1,0,0,5,9,9,8,9,4,4,0,7,3,6,7,4,5,0
4365,7,7,7,4,7,6,2,8,5,5,2,8,5,7,6,9,6,8,0,8,6,0,5,5,9,7,4,1,9,8,0
4366,0,5,5,4,6,0,0,6,2,7,1,9,2,7,2,5,4,4,0,7,9,3,7,0,6,1,7,4,2,3,0
4367,7,7,2,4,2,8,1,1,7,7,6,5,7,0,4,8,2,2,3,4,3,6,5,5,4,3,2,7,6,3,0
4368,6,7,1,9,4,3,6,9,4,4,7,6,3,2,1,6,4,7,8,4,9,7,3,1,7,6,7,3,2,8,0
4369,2,7,5,4,5,2,1,2,5,9,7,2,2,1,8,4,1,7,2,7,3,4,3,8,8,3,6,5,4,5,0
4370,2,2,3,9,1,1,0,5,3,8,8,3,7,7,2,2,4,8,9,1,7,1,9,1,2,7,4,7,4,0,0
4371,9,2,0,0,9,2,7,5,2,7,7,0,7,8,2,5,5,2,2,3,2,5,5,8,6,0,9,8,9,3,0
4372,7,4,7,2,0,7,8,0,3,6,8,3,8,9,8,8,3,9,2,2,6,2,2,0,0,6,5,9,5,7,0
4373,0,4,6,9,7,9,9,3,4,4,2,3,1,9,6,4,4,8,7,0,1,9,8,4,0,0,7,0,3,3,0
4374,1,3,7,7,1,4,1,9,7,5,1,1,1,3,6,5,2,4,3,2,8,8,0,8,3,4,1,0,4,0,0
4375,9,8,9,9,4,8,4,8,1,7,4,4,3,6,7,4,9,3,3,5,0,7,1,6,3,2,5,3,4,8,1
4376,8,1,7,0,5,1,1,2,8,5,0,6,8,3,0,5,2,3,0,2,2,7,9,1,0,6,8,7,8,6,0
4377,2,4,4,4,6,7,1,3,0,2,7,9,4,2,8,6,9,0,2,1,4,1,3,5,4,0,3,4,0,1,0
4378,1,3,5,1,7,2,9,6,0,8,4,9,9,9,7,4,3,5,7,0,8,2,4,0,5,9,5,8,6,7,0
4379,3,9,4,2,9,7,5,0,2,0,7,8,8,1,2,5,6,9,7,6,9,5,9,6,1,3,0,3,9,4,0
4380,5,1,5,2,0,8,7,4,7,6,3,2,2,1,4,5,9,4,6,7,0,2,1,9,2,2,0,2,1,0,0
4381,4,2,8,5,6,3,5,1,1,7,9,0,2,2,1,3,8,0,3,8,0,4,5,9,4,6,9,8,7,6,0
4382,5,1,5,6,7,3,4,3,5,7,7,7,3,8,7,6,3,4,9,5,2,5,3,3,3,8,4,9,0,3,0
4383,8,0,0,9,5,8,5,3,6,3,2,0,6,4,5,5,2,1,6,9,9,4,4,1,0,1,3,4,2,4,0
4384,9,4,0,1,2,1,9,9,8,8,9,6,3,9,2,3,4,0,1,0,3,0,7,4,7,1,4,8,4,8,0
4385,4,4,8,3,8,1,8,9,9,5,3,9,3,2,0,7,3,0,9,2,9,3,1,3,4,5,5,0,6,7,0
4386,3,7,8,2,2,9,7,8,0,5,5,0,2,8,0,3,7,0,6,0,6,2,7,8,5,0,3,5,0,7,0
4387,7,2,7,8,7,7,2,2,5,6,0,2,6,0,0,3,0,6,6,4,5,6,4,5,5,8,4,2,0,8,0
